Date,Ticker,Open,High,Low,Close,Volume,Daily Return,MA50,MA200,Volatility
2018-10-16,AAPL,52.67418670654297,52.87336261874121,51.39615905856207,51.91068929418811,116736000,-0.01008328963906302,52.09277861820627,44.72812621892238,0.016341671304426337
2018-10-16,AMZN,90.99800109863281,91.19400024414062,88.07749938964844,89.17500305175781,117198000,-0.006406651233896277,96.26730987548828,82.47236753463746,0.02217990383419952
2018-10-16,GOOGL,56.265926361083984,56.429300738232605,55.20673393788284,55.29263969587382,38378000,-0.004043038500993079,59.63010552643079,56.45853246510042,0.016460258355763067
2018-10-16,MSFT,103.60359191894531,103.98627527114759,101.69018939996415,102.24087886174046,31610200,0.005784356927545309,103.29764250523444,92.59463352490658,0.01527864206793573
2018-10-17,AAPL,52.446563720703125,52.790373822884185,52.0079070819727,52.709756980336294,91541600,0.01539312417178107,52.15780171818349,44.792231370235804,0.016611592037665577
2018-10-17,AMZN,91.58650207519531,92.25,90.3499984741211,92.1395034790039,105904000,0.0332436257448232,96.25556991577149,82.64006505966186,0.02314433361260741
2018-10-17,GOOGL,55.993309020996094,56.9571583720068,55.31846293260537,56.609557342349035,35652000,0.023817232342652872,59.518862845187634,56.48012849824926,0.017092693083792344
2018-10-17,MSFT,103.33293151855469,104.35963252060367,102.25023084470807,104.23829752470336,26548200,0.019536399581071562,103.36365373769313,92.71900407869636,0.015700378776521074
2018-10-18,AAPL,51.22071075439453,52.1027638178289,50.504634639880365,51.65699405384939,130325200,-0.01997282831107805,52.217222405384106,44.8482949348124,0.016856838923569827
2018-10-18,AMZN,88.53600311279297,91.50749969482422,88.39350128173828,91.07450103759766,117480000,-0.011558586721155173,96.21605987548828,82.79836256027221,0.023082483177353903
2018-10-18,GOOGL,54.51947021484375,56.22967476807711,53.9449340472234,56.11297933098484,46152000,-0.008771981882160218,59.39301086677547,56.49404996094758,0.017092197022517273
2018-10-18,MSFT,101.27017211914062,103.16490323232993,100.64481884827794,102.76355572157938,32506200,-0.014147792492240963,103.38585120957187,92.83632344811538,0.015222342040104048
2018-10-19,AAPL,52.00080108642578,52.463166708392414,51.55503134933697,51.70441240336693,132314800,0.000917946357236854,52.26114619361734,44.90458382680589,0.016502926536418407
