Ticker_1,Ticker_2,Correlation
AAPL,AAPL,1.0
AAPL,AMZN,0.5959399115060166
AAPL,GOOGL,0.626748816759326
AAPL,MSFT,0.7041578571373605
AMZN,AAPL,0.5959399115060166
AMZN,AMZN,1.0
AMZN,GOOGL,0.6430262584319582
AMZN,MSFT,0.6845236051190512
GOOGL,AAPL,0.626748816759326
GOOGL,AMZN,0.6430262584319582
GOOGL,GOOGL,1.0
GOOGL,MSFT,0.7186951235646717
MSFT,AAPL,0.7041578571373605
MSFT,AMZN,0.6845236051190512
MSFT,GOOGL,0.7186951235646717
MSFT,MSFT,1.0
