Date,AAPL,AMZN,GOOGL,MSFT
2018-10-16,-0.01008328963906302,-0.006406651233896277,-0.004043038500993079,0.005784356927545309
2018-10-17,0.01539312417178107,0.0332436257448232,0.023817232342652872,0.019536399581071562
2018-10-18,-0.01997282831107805,-0.011558586721155173,-0.008771981882160218,-0.014147792492240963
2018-10-19,0.000917946357236854,-0.01994518533771028,-0.02326535034730981,-0.010626578166065714
2018-10-22,0.007933618174874368,-0.0006498721069130298,0.007972996884796801,0.0035801864578413056
2018-10-23,-0.018017239347725256,-0.023408043811200874,-0.01907387720395981,-0.014178575156646889
2018-10-24,0.03136745689347542,0.01805719138226647,0.02172649284194117,0.005938726558884833
2018-10-25,-0.021967788992611204,-0.039668465225754734,-0.031121073615884454,-0.01715711946062526
2018-10-26,-0.008313705651893155,-0.031555649556495036,-0.02959363831349049,-0.008071367121692208
2018-10-29,0.015238435058191335,0.006310661246261118,0.0459874855322564,0.022897342954583788
2018-10-30,-0.03668079786189227,-0.1047229077442583,-0.06979225677418033,-0.04116190393371688
2018-10-31,0.027137245552787403,0.05640708777623282,0.04724458916557106,0.01717122324600484
2018-11-01,0.010005726707768003,0.03410215445764564,0.02171877655478127,0.015269573590745766
2018-11-02,-0.04336911809974886,0.03391373619051041,-0.0021989870350299645,-0.005324444514466786
2018-11-05,-0.025053690893964475,-0.01252235404184443,-0.015124065750403592,-0.0010330851701950694
2018-11-06,-0.011649497377407725,-0.02366112430108258,-0.016325836092318746,0.009494884826020789
2018-11-07,0.020057296946948355,0.03376893818500615,0.026985264621890215,0.019184457449821224
2018-11-08,0.023026108085497876,0.049013728623216624,0.02197539940991189,0.021564324628199794
2018-11-09,-0.021097357166211306,-0.012820512820512775,-0.021024142332383144,-0.008497272975865444
2018-11-12,-0.031865720173703704,-0.019774862182088793,-0.01004586610595759,-0.01290027481225775
2018-11-13,-0.03703516118275707,-0.02882398321015711,-0.017071692707954278,-0.01709026491720833
2018-11-14,0.011845931847485724,0.004262457942783016,0.004920398199358411,0.009456068387666328
2018-11-15,-0.028416978210523358,-0.04546830133859869,-0.008056660593550813,-0.028769561261423382
2018-11-16,0.011200110614937309,0.004104984052687666,0.013096094422757831,0.01990672900943391
2018-11-19,-0.0026245811874893166,-0.006607848640502012,-0.0017274268035935014,0.01111300866716669
2018-11-20,-0.061210368609633026,-0.08846490302506227,-0.052755742796953164,-0.059757929563426404
2018-11-21,0.007624296091814031,0.0733843198029891,0.03774481321426504,0.017681645476178565
2018-11-23,-0.026650965712685992,-0.016843914032431684,-0.011297993493665559,-0.01380310927353201
2018-11-26,-0.00400132906679862,0.014502287359918542,0.010159604588368953,0.025643741979151313
2018-11-27,-0.015668151541337605,0.024035121986041963,0.007030691119520149,0.014123488223633629
2018-11-28,0.030435629360306082,0.02406740709700861,0.005821088063316715,0.015244015873537187
2018-11-29,0.03355451049094782,0.03783951307111488,0.024653398970633678,0.022615649874335286
2018-11-30,-0.012975340204493535,0.0026925775520090234,0.011167266975594226,0.0033535118542424858
2018-12-03,0.023129596850908207,0.05356357463964678,0.03334150608613795,0.02077693405053882
2018-12-04,-0.01902868270953384,-0.007606801218971504,-0.016932190844626827,-0.009380447836150774
2018-12-06,-0.05078769610849576,-0.08037019419849734,-0.061087764595800564,-0.05467226489623345
2018-12-07,0.010072473334143517,0.05585591595443806,0.026057400249268836,0.024192278363709185
2018-12-10,-0.048936683275132675,-0.04764027821938943,-0.027316867892234864,-0.03303210822692504
2018-12-11,0.040363652372840786,0.03335304141196049,0.02301191901790789,0.04770995152803481
2018-12-12,-0.007340137763036658,-0.005363582472616701,0.009503854935174472,0.009927082206328652
2018-12-13,0.000528379291651282,0.006590809728836078,-0.0013091601433611322,-0.01181349078182048
2018-12-14,-0.008739512437882735,-0.02499998183477492,-0.014549162544205796,-0.012137295058697428
2018-12-17,-0.021006060849704022,-0.043956024506099145,-0.012273358473549933,-0.026235599421073674
2018-12-18,-0.000423244227457209,-0.0166028480343543,-0.012425844626827165,-0.015748001723339566
2018-12-19,0.003749132295923774,0.001980471920657534,0.012853113629058832,-0.0009638795615084517
2018-12-20,-0.03373511032303478,-0.03826835850803734,-0.02032875506964338,-0.005788436825510335
2018-12-21,-0.022069444745053013,-0.012809980153291156,0.005887002423407006,-0.013779981577276779
2018-12-24,-0.055527304140707834,-0.08122231135684588,-0.046238530229996466,-0.0388664546869133
2018-12-26,0.0010123500407872577,0.017005953648199457,0.013887689644276113,-0.026003240455990007
2018-12-27,0.05084303763341791,0.062320494188152775,0.028266987218229955,0.04372502115731702
2018-12-28,0.010651347830541669,0.013168811504845834,0.03244979970532014,0.028096503658816552
2018-12-31,0.006540141441642611,0.025418230200107805,-0.0015763177931217287,-0.007835911127746287
2019-01-02,-0.02296093808905697,-0.03018266814487447,-0.028955487663532953,-0.017178486982507346
2019-01-03,-0.07043740686486788,0.037407880479070954,0.022848555124004744,0.005524732957985723
2019-01-04,0.0038199851336702118,0.0065722782967851945,-0.007719030843969521,-0.003796306849954356
2019-01-07,0.028852191072836764,0.04726145625893596,0.03684210994855053,0.01925419138215867
2019-01-08,0.005783959347313239,0.03893123817303645,0.0046532445965601354,0.013774040424066936
2019-01-09,0.01156685996400486,-0.007034282848163209,0.0018325315090370609,0.007957901593609318
2019-01-10,0.007998072316450333,-0.007241504407378585,-0.011994681056372247,-0.006162103915859696
2019-01-11,0.0024918862442029344,-0.0002803471618406661,-0.0046886324649709765,-0.00029049270278058703
2019-01-14,-0.013278564310445273,-0.015574001340091126,-0.015478106798797353,-0.012501379579070937
2019-01-15,-0.0038450874073140406,0.010526296893140552,0.00443357054521476,0.005986496540551167
2019-01-16,0.018699952072335435,0.031997550365925775,0.030235936929954965,0.026826646025653433
2019-01-17,0.007316502851423046,-0.0025055935546015595,-0.001844016496935219,-0.002470016863464708
2019-01-18,0.02140084572908041,0.019047600882393878,0.018934004423778017,0.023428213160356037
2019-01-22,-0.0069207072064418895,-0.018107423481226848,-0.011356797116036876,-0.006606867064498867
2019-01-23,-0.014449330834846785,-0.01487209940052292,-0.008339433406383323,-0.0059017261207968685
2019-01-24,-0.0002592907770920805,-0.009015769441917176,-0.0040024608930960826,0.006973313157875083
2019-01-25,0.00888974649071872,0.017933473399513344,0.010826882736212351,0.003556045425262999
2019-01-28,0.001993670843728479,-0.016109006119865876,-0.0038018190361917004,-0.009138202150912766
2019-01-29,0.0029525975094151224,-0.007495754278145639,-0.008283789024570498,-0.012987171056564661
2019-01-30,0.044800054107775766,-0.005069644235344617,-0.003404262640646971,-0.0024793221521153264
2019-01-31,0.017519115823852127,0.04303758767104915,0.03237549307988452,-0.007837771585804898
2019-02-01,0.00511702710940698,-0.031881165236588016,0.009035814739816628,-0.000192632919071567
2019-02-04,0.00269551004234736,-0.009689528408377779,-0.002922619096199175,-0.008768516921448866
2019-02-05,0.032554726906296017,0.012532326209399924,0.009490515555283796,0.0310099607392873
2019-02-06,0.010355046151034442,0.01667942921465615,0.017386340868591255,0.008862975628081138
2019-02-07,-0.012882848617775333,-0.027382894100303146,-0.03258595875562542,-0.016915872880257754
2019-02-08,-0.015575563410386128,-0.023999962439903877,-0.01523627710143216,-0.007605149155690438
2019-02-11,0.012190098377709013,0.009445151582498035,0.008101329805556778,0.01733862646957207
2019-02-12,-0.0055536488483376445,0.0018862614195729321,0.006577548395144683,-0.000564734605536299
